Key,Source,Context,Changes,English,NoTranslate
jailDoorYellow_LtD,blocks,block,new,"Yellow Jail Door",
jailDoorGreen_LtD,blocks,block,new,"Green Jail Door",
jailDoorBlue_LtD,blocks,block,new,"Blue Jail Door",
jailDoorPurple_LtD,blocks,block,new,"Purple Jail Door",
jailDoorGrey_LtD,blocks,block,new,"Grey Jail Door",
jailDoorBlack_LtD,blocks,block,new"Black Jail Door",
jailDoorBlockVariantHelper_LtD,blocks,block,new,"Jail Door",
jailDoorDoubleWhite_LtD,blocks,block,new,"White Jail Double Door",
jailDoorDoubleBrown_LtD,blocks,block,new,"Brown Jail Double Door",
jailDoorDoubleRed_LtD,blocks,block,new,"Red Jail Double Door",
jailDoorDoubleOrange_LtD,blocks,block,new,"Orange Jail Double Door",
jailDoorDoubleYellow_LtD,blocks,block,new,"Yellow Jail Double Door",
jailDoorDoubleGreen_LtD,blocks,block,new,"Green Jail Double Door",
jailDoorDoubleBlue_LtD,blocks,block,new,"Blue Jail Double Door",
jailDoorDoublePurple_LtD,blocks,block,new,"Purple Jail Double Door",
jailDoorDoubleGrey_LtD,blocks,block,new,"Grey Jail Double Door",
jailDoorDoubleBlack_LtD,blocks,block,new"Black Jail Double Door",
jailDoorDoubleBlockVariantHelper_LtD,blocks,block,new,"Jail Double Door",
jailDoor_PoweredWhite_LtD,blocks,block,new,"White Jail Door (Powered)",
jailDoor_PoweredBrown_LtD,blocks,block,new,"Brown Jail Door (Powered)",
jailDoor_PoweredRed_LtD,blocks,block,new,"Red Jail Door (Powered)",
jailDoor_PoweredOrange_LtD,blocks,block,new,"Orange Jail Door (Powered)",
jailDoor_PoweredYellow_LtD,blocks,block,new,"Yellow Jail Door (Powered)",
jailDoor_PoweredGreen_LtD,blocks,block,new,"Green Jail Door (Powered)",
jailDoor_PoweredBlue_LtD,blocks,block,new,"Blue Jail Door (Powered)",
jailDoor_PoweredPurple_LtD,blocks,block,new,"Purple Jail Door (Powered)",
jailDoor_PoweredGrey_LtD,blocks,block,new,"Grey Jail Door (Powered)",
jailDoor_PoweredBlack_LtD,blocks,block,new"Black Jail Door (Powered)",
jailDoor_PoweredBlockVariantHelper_LtD,blocks,block,new,"Jail Door (Powered)",
jailDoorDouble_PoweredWhite_LtD,blocks,block,new,"White Jail Double Door (Powered)",
jailDoorDouble_PoweredBrown_LtD,blocks,block,new,"Brown Jail Double Door (Powered)",
jailDoorDouble_PoweredRed_LtD,blocks,block,new,"Red Jail Double Door (Powered)",
jailDoorDouble_PoweredOrange_LtD,blocks,block,new,"Orange Jail Double Door (Powered)",
jailDoorDouble_PoweredYellow_LtD,blocks,block,new,"Yellow Jail Double Door (Powered)",
jailDoorDouble_PoweredGreen_LtD,blocks,block,new,"Green Jail Double Door (Powered)",
jailDoorDouble_PoweredBlue_LtD,blocks,block,new,"Blue Jail Double Door (Powered)",
jailDoorDouble_PoweredPurple_LtD,blocks,block,new,"Purple Jail Double Door (Powered)",
jailDoorDouble_PoweredGrey_LtD,blocks,block,new,"Grey Jail Double Door (Powered)",
jailDoorDouble_PoweredBlack_LtD,blocks,block,new"Black Jail Double Door (Powered)",
jailDoorDouble_PoweredBlockVariantHelper_LtD,blocks,block,new,"Jail Double Door (Powered)",
woodenFenceDoorWhite_LtD,blocks,block,new,"White Wooden Fence Door",
woodenFenceDoorBrown_LtD,blocks,block,new,"Brown Wooden Fence Door",
woodenFenceDoorRed_LtD,blocks,block,new,"Red Wooden Fence Door",
woodenFenceDoorOrange_LtD,blocks,block,new,"Orange Wooden Fence Door",
woodenFenceDoorYellow_LtD,blocks,block,new,"Yellow Wooden Fence Door",
woodenFenceDoorGreen_LtD,blocks,block,new,"Green Wooden Fence Door",
woodenFenceDoorBlue_LtD,blocks,block,new,"Blue Wooden Fence Door",
woodenFenceDoorPurple_LtD,blocks,block,new,"Purple Wooden Fence Door",
woodenFenceDoorGrey_LtD,blocks,block,new,"Grey Wooden Fence Door",
woodenFenceDoorPink_LtD,blocks,block,new,"Pink Wooden Fence Door",
woodenFenceDoorBlockVariantHelper_LtD,blocks,block,new,"Wooden Fence Door",
chainlinkFenceDoor_LtD,blocks,block,new,"Chain Link Door",
chainlinkFenceDoorDouble_LtD,blocks,block,new,"Chain Link Double Door",
chainlinkGateDouble_LtD,blocks,block,new,"Chain Link Double Gate (3x2)",
chainlinkGateDoubleWide_LtD,blocks,block,new,"Chain Link Double Gate Wide (4x3)",
chainlinkFencePole_LtD,blocks,block,new,"Chain Link Pole Right",
chainlinkFencePole02_LtD,blocks,block,new,"Chain Link Pole Left",
chainlinkFencePole03_LtD,blocks,block,new,"Chain Link Pole Corner",
chainlinkFenceBottomRail_LtD,blocks,block,new,"Chain Link Bottom Rail",
chainlinkFenceBottomRailPoleLeft_LtD,blocks,block,new,"Chain Link Bottom Rail Pole Left",
chainlinkFenceBottomRailPoleRight_LtD,blocks,block,new,"Chain Link Bottom Rail Pole Right",
chainlinkFenceBottomRailPoleCorner_LtD,blocks,block,new,"Chain Link Bottom Rail Pole Corner",
chainlinkFenceMiddleRail_LtD,blocks,block,new,"Chain Link Middle Rail",
chainlinkFenceMiddleRailPoleLeft_LtD,blocks,block,new"Chain Link Middle Rail Pole Left",
chainlinkFenceMiddleRailPoleRight_LtD,blocks,block,new"Chain Link Middle Rail Pole Right",
chainlinkFenceMiddleRailPoleCorner_LtD,blocks,block,new,"Chain Link Middle Rail Pole Corner",
chainlinkFenceTopRail_LtD,blocks,block,new,"Chain Link Top Rail",
chainlinkFenceTopRailBridge_LtD,blocks,block,new,"Chain Link Top Rail Bridge",
chainlinkFenceTopRailPoleLeft_LtD,blocks,block,new,"Chain Link Top Rail Pole Left",
chainlinkFenceTopRailPoleRight_LtD,blocks,block,new,"Chain Link Top Rail Pole Right",
chainlinkFenceTopRailCorner_LtD,blocks,block,new,"Chain Link Top Rail Corner",
chainlinkFenceBottomPlain_LtD,blocks,block,new,"Chain Link Bottom Plain",
chainlinkFenceBottomPlainPoleLeft_LtD,blocks,block,new,"Chain Link Bottom Plain Pole Left",
chainlinkFenceBottomPlainPoleRight_LtD,blocks,block,new,"Chain Link Bottom Plain Pole Right",
chainlinkFenceBottomPlainCorner_LtD,blocks,block,new,"Chain Link Bottom Plain Corner",
chainlinkFenceTopPlainRail_LtD,blocks,block,new,"Chain Link Top Plain Rail",
chainlinkFenceTopPlainPoleLeft_LtD,blocks,block,new,"Chain Link Top Plain Pole Left",
chainlinkFenceTopPlainPoleRight_LtD,blocks,block,new,"Chain Link Top Plain Pole Right",
chainlinkFenceTopPlainCorner_LtD,blocks,block,new,"Chain Link Top Plain Corner",
barbedWireSheet_LtD,blocks,Trap,new,"Barbed Wire",
barbedWireSheet_LtDDesc,blocks,Trap,new,"Barbed wire made from iron can slow down enemies, making them easier to deal with. Place it by using the secondary action.",
barbedWireSpindle1m_LtD,blocks,Trap,new,"Barbed Wire Spindle",
barbedWireSpindle1m_LtDDesc,blocks,Trap,new,"Barbed wire made from iron can slow down enemies, making them easier to deal with. Place it by using the secondary action.",
barbedWireSpindleDiagonal1m_LtD,blocks,Trap,new,"Barbed Wire Spindle Corner",
barbedWireSpindleDiagonal1m_LtDDesc,blocks,Trap,new,"Barbed wire made from iron can slow down enemies, making them easier to deal with. Place it by using the secondary action.",
metalFenceRailingTrellisSheetBlockVariantHelper_LtD,blocks,block,new,"Metal Fences, Railings, and BarbedWire",
woodHatch_LtD,blocks,block,new,"Wood Hatch",
ironHatchWhite_LtD,blocks,block,new,"White Iron Hatch",
ironHatchBrown_LtD,blocks,block,new,"Brown Iron Hatch",
ironHatchRed_LtD,blocks,block,new,"Red Iron Hatch",
ironHatchOrange_LtD,blocks,block,new,"Orange Iron Hatch",
ironHatchYellow_LtD,blocks,block,new,"Yellow Iron Hatch",
ironHatchGreen_LtD,blocks,block,new,"Green Iron Hatch",
ironHatchBlue_LtD,blocks,block,new,"Blue Iron Hatch",
ironHatchPurple_LtD,blocks,block,new,"Purple Iron Hatch",
ironHatchGrey_LtD,blocks,block,new,"Grey Iron Hatch",
ironHatchBlack_LtD,blocks,block,new,"Black Iron Hatch",
ironHatchPink_LtD,blocks,block,new,"Pink Iron Hatch",
ironHatchBlockVariantHelper_LtD,blocks,block,new,"Iron Hatch",
ironGarageDoorWhite_LtD,blocks,block,new,"White Iron Garage Door 3x2",
ironGarageDoorBrown_LtD,blocks,block,new,"Brown Iron Garage Door 3x2",
ironGarageDoorRed_LtD,blocks,block,new,"Red Iron Garage Door 3x2",
ironGarageDoorOrange_LtD,blocks,block,new,"Orange Iron Garage Door 3x2",
ironGarageDoorYellow_LtD,blocks,block,new,"Yellow Iron Garage Door 3x2",
ironGarageDoorGreen_LtD,blocks,block,new,"Green Iron Garage Door 3x2",
ironGarageDoorBlue_LtD,blocks,block,new,"Blue Iron Garage Door 3x2",
ironGarageDoorPurple_LtD,blocks,block,new,"Purple Iron Garage Door 3x2",
ironGarageDoorGrey_LtD,blocks,block,new,"Grey Iron Garage Door 3x2",
ironGarageDoorBlack_LtD,blocks,block,new,"Black Iron Garage Door 3x2",
ironGarageDoorPink_LtD,blocks,block,new,"Pink Iron Garage Door 3x2",
ironGarageDoorArmyGreen_LtD,blocks,block,new,"Army Green Iron Garage Door 3x2",
ironGarageDoorBlockVariantHelper_LtD,blocks,block,new,"Iron Garage Door 3x2",
ironGarageDoor_PoweredWhite_LtD,blocks,block,new,"White Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredBrown_LtD,blocks,block,new,"Brown Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredRed_LtD,blocks,block,new,"Red Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredOrange_LtD,blocks,block,new,"Orange Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredYellow_LtD,blocks,block,new,"Yellow Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredGreen_LtD,blocks,block,new,"Green Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredBlue_LtD,blocks,block,new,"Blue Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredPurple_LtD,blocks,block,new,"Purple Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredGrey_LtD,blocks,block,new,"Grey Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredBlack_LtD,blocks,block,new,"Black Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredPink_LtD,blocks,block,new,"Pink Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredArmyGreen_LtD,blocks,block,new,"Army Green Iron Garage Door 3x2 (Powered)",
ironGarageDoor_PoweredBlockVariantHelper_LtD,blocks,block,new,"Iron Garage Door 3x2 (Powered)",
woodenGarageDoor3x3White_LtD,blocks,block,new,"White Wooden Garage Door 3x3",
woodenGarageDoor3x3Brown_LtD,blocks,block,new,"Brown Wooden Garage Door 3x3",
woodenGarageDoor3x3Red_LtD,blocks,block,new,"Red Wooden Garage Door 3x3",
woodenGarageDoor3x3Orange_LtD,blocks,block,new,"Orange Wooden Garage Door 3x3",
woodenGarageDoor3x3Yellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 3x3",
woodenGarageDoor3x3Green_LtD,blocks,block,new,"Green Wooden Garage Door 3x3",
woodenGarageDoor3x3Blue_LtD,blocks,block,new,"Blue Wooden Garage Door 3x3",
woodenGarageDoor3x3Grey_LtD,blocks,block,new,"Grey Wooden Garage Door 3x3",
woodenGarageDoor3x3Oak_LtD,blocks,block,new,"Oak Wooden Garage Door 3x3",
woodenGarageDoor3x3BlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 3x3",
woodenGarageDoor3x3_PoweredWhite_LtD,blocks,block,new,"White Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredBrown_LtD,blocks,block,new,"Brown Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredRed_LtD,blocks,block,new,"Red Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredOrange_LtD,blocks,block,new,"Orange Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredYellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredGreen_LtD,blocks,block,new,"Green Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredBlue_LtD,blocks,block,new,"Blue Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredGrey_LtD,blocks,block,new,"Grey Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredOak_LtD,blocks,block,new,"Oak Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor3x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 3x3 (Powered)",
woodenGarageDoor4x3White_LtD,blocks,block,new,"White Wooden Garage Door 4x3",
woodenGarageDoor4x3Brown_LtD,blocks,block,new,"Brown Wooden Garage Door 4x3",
woodenGarageDoor4x3Red_LtD,blocks,block,new,"Red Wooden Garage Door 4x3",
woodenGarageDoor4x3Orange_LtD,blocks,block,new,"Orange Wooden Garage Door 4x3",
woodenGarageDoor4x3Yellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 4x3",
woodenGarageDoor4x3Green_LtD,blocks,block,new,"Green Wooden Garage Door 4x3",
woodenGarageDoor4x3Blue_LtD,blocks,block,new,"Blue Wooden Garage Door 4x3",
woodenGarageDoor4x3Grey_LtD,blocks,block,new,"Grey Wooden Garage Door 4x3",
woodenGarageDoor4x3Oak_LtD,blocks,block,new,"Oak Wooden Garage Door 4x3",
woodenGarageDoor4x3BlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 4x3",
woodenGarageDoor4x3_PoweredWhite_LtD,blocks,block,new,"White Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredBrown_LtD,blocks,block,new,"Brown Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredRed_LtD,blocks,block,new,"Red Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredOrange_LtD,blocks,block,new,"Orange Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredYellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredGreen_LtD,blocks,block,new,"Green Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredBlue_LtD,blocks,block,new,"Blue Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredGrey_LtD,blocks,block,new,"Grey Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredOak_LtD,blocks,block,new,"Oak Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor4x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 4x3 (Powered)",
woodenGarageDoor5x3White_LtD,blocks,block,new,"White Wooden Garage Door 5x3",
woodenGarageDoor5x3Brown_LtD,blocks,block,new,"Brown Wooden Garage Door 5x3",
woodenGarageDoor5x3Red_LtD,blocks,block,new,"Red Wooden Garage Door 5x3",
woodenGarageDoor5x3Orange_LtD,blocks,block,new,"Orange Wooden Garage Door 5x3",
woodenGarageDoor5x3Yellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 5x3",
woodenGarageDoor5x3Green_LtD,blocks,block,new,"Green Wooden Garage Door 5x3",
woodenGarageDoor5x3Blue_LtD,blocks,block,new,"Blue Wooden Garage Door 5x3",
woodenGarageDoor5x3Grey_LtD,blocks,block,new,"Grey Wooden Garage Door 5x3",
woodenGarageDoor5x3Oak_LtD,blocks,block,new,"Oak Wooden Garage Door 5x3",
woodenGarageDoor5x3BlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 5x3",
woodenGarageDoor5x3_PoweredWhite_LtD,blocks,block,new,"White Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredBrown_LtD,blocks,block,new,"Brown Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredRed_LtD,blocks,block,new,"Red Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredOrange_LtD,blocks,block,new,"Orange Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredYellow_LtD,blocks,block,new,"Yellow Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredGreen_LtD,blocks,block,new,"Green Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredBlue_LtD,blocks,block,new,"Blue Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredGrey_LtD,blocks,block,new,"Grey Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredOak_LtD,blocks,block,new,"Oak Wooden Garage Door 5x3 (Powered)",
woodenGarageDoor5x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Wooden Garage Door 5x3 (Powered)",
steelGarageDoor3x3White_LtD,blocks,block,new,"White Steel Garage Door 3x3",
steelGarageDoor3x3Brown_LtD,blocks,block,new,"Brown Steel Garage Door 3x3",
steelGarageDoor3x3Red_LtD,blocks,block,new,"Red Steel Garage Door 3x3",
steelGarageDoor3x3Orange_LtD,blocks,block,new,"Orange Steel Garage Door 3x3",
steelGarageDoor3x3Yellow_LtD,blocks,block,new,"Yellow Steel Garage Door 3x3",
steelGarageDoor3x3Green_LtD,blocks,block,new,"Green Steel Garage Door 3x3",
steelGarageDoor3x3Blue_LtD,blocks,block,new,"Blue Steel Garage Door 3x3",
steelGarageDoor3x3Grey_LtD,blocks,block,new,"Grey Steel Garage Door 3x3",
steelGarageDoor3x3Black_LtD,blocks,block,new,"Black Steel Garage Door 3x3",
steelGarageDoor3x3ArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 3x3",
steelGarageDoor3x3BlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 3x3",
steelGarageDoor3x3_PoweredWhite_LtD,blocks,block,new,"White Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredBrown_LtD,blocks,block,new,"Brown Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredRed_LtD,blocks,block,new,"Red Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredOrange_LtD,blocks,block,new,"Orange Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredYellow_LtD,blocks,block,new,"Yellow Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredGreen_LtD,blocks,block,new,"Green Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredBlue_LtD,blocks,block,new,"Blue Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredGrey_LtD,blocks,block,new,"Grey Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredBlack_LtD,blocks,block,new,"Black Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 3x3 (Powered)",
steelGarageDoor3x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 3x3 (Powered)",
steelGarageDoor4x3White_LtD,blocks,block,new,"White Steel Garage Door 4x3",
steelGarageDoor4x3Brown_LtD,blocks,block,new,"Brown Steel Garage Door 4x3",
steelGarageDoor4x3Red_LtD,blocks,block,new,"Red Steel Garage Door 4x3",
steelGarageDoor4x3Orange_LtD,blocks,block,new,"Orange Steel Garage Door 4x3",
steelGarageDoor4x3Yellow_LtD,blocks,block,new,"Yellow Steel Garage Door 4x3",
steelGarageDoor4x3Green_LtD,blocks,block,new,"Green Steel Garage Door 4x3",
steelGarageDoor4x3Blue_LtD,blocks,block,new,"Blue Steel Garage Door 4x3",
steelGarageDoor4x3Grey_LtD,blocks,block,new,"Grey Steel Garage Door 4x3",
steelGarageDoor4x3Black_LtD,blocks,block,new,"Black Steel Garage Door 4x3",
steelGarageDoor4x3ArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 4x3",
steelGarageDoor4x3BlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 4x3",
steelGarageDoor4x3_PoweredWhite_LtD,blocks,block,new,"White Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredBrown_LtD,blocks,block,new,"Brown Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredRed_LtD,blocks,block,new,"Red Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredOrange_LtD,blocks,block,new,"Orange Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredYellow_LtD,blocks,block,new,"Yellow Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredGreen_LtD,blocks,block,new,"Green Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredBlue_LtD,blocks,block,new,"Blue Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredGrey_LtD,blocks,block,new,"Grey Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredBlack_LtD,blocks,block,new,"Black Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 4x3 (Powered)",
steelGarageDoor4x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 4x3 (Powered)",
steelGarageDoor5x3White_LtD,blocks,block,new,"White Steel Garage Door 5x3",
steelGarageDoor5x3Brown_LtD,blocks,block,new,"Brown Steel Garage Door 5x3",
steelGarageDoor5x3Red_LtD,blocks,block,new,"Red Steel Garage Door 5x3",
steelGarageDoor5x3Orange_LtD,blocks,block,new,"Orange Steel Garage Door 5x3",
steelGarageDoor5x3Yellow_LtD,blocks,block,new,"Yellow Steel Garage Door 5x3",
steelGarageDoor5x3Green_LtD,blocks,block,new,"Green Steel Garage Door 5x3",
steelGarageDoor5x3Blue_LtD,blocks,block,new,"Blue Steel Garage Door 5x3",
steelGarageDoor5x3Grey_LtD,blocks,block,new,"Grey Steel Garage Door 5x3",
steelGarageDoor5x3Black_LtD,blocks,block,new,"Black Steel Garage Door 5x3",
steelGarageDoor5x3ArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 5x3",
steelGarageDoor5x3BlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 5x3",
steelGarageDoor5x3_PoweredWhite_LtD,blocks,block,new,"White Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredBrown_LtD,blocks,block,new,"Brown Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredRed_LtD,blocks,block,new,"Red Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredOrange_LtD,blocks,block,new,"Orange Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredYellow_LtD,blocks,block,new,"Yellow Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredGreen_LtD,blocks,block,new,"Green Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredBlue_LtD,blocks,block,new,"Blue Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredGrey_LtD,blocks,block,new,"Grey Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredBlack_LtD,blocks,block,new,"Black Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredArmyGreen_LtD,blocks,block,new,"Army Green Steel Garage Door 5x3 (Powered)",
steelGarageDoor5x3_PoweredBlockVariantHelper_LtD,blocks,block,new,"Steel Garage Door 5x3 (Powered)",
rollUpDoor3x3White_LtD,blocks,block,new,"White Roll Up Door 3x3",
rollUpDoor3x3Brown_LtD,blocks,block,new,"Brown Roll Up Door 3x3",
rollUpDoor3x3Red_LtD,blocks,block,new,"Red Roll Up Door 3x3",
rollUpDoor3x3Orange_LtD,blocks,block,new,"Orange Roll Up Door 3x3",
rollUpDoor3x3Yellow_LtD,blocks,block,new,"Yellow Roll Up Door 3x3",
rollUpDoor3x3Green_LtD,blocks,block,new,"Green Roll Up Door 3x3",
rollUpDoor3x3Blue_LtD,blocks,block,new,"Blue Roll Up Door 3x3",
rollUpDoor3x3Purple_LtD,blocks,block,new,"Purple Roll Up Door 3x3",
rollUpDoor3x3Grey_LtD,blocks,block,new,"Grey Roll Up Door 3x3",
rollUpDoor3x3Black_LtD,blocks,block,new,"Black Roll Up Door 3x3",
rollUpDoor3x3Pink_LtD,blocks,block,new,"Pink Roll Up Door 3x3",
rollUpDoor3x3VariantHelper_LtD,blocks,block,new,"Roll Up Door 3x3",
rollUpDoor3x3_PoweredWhite_LtD,blocks,block,new,"White Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredBrown_LtD,blocks,block,new,"Brown Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredRed_LtD,blocks,block,new,"Red Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredOrange_LtD,blocks,block,new,"Orange Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredYellow_LtD,blocks,block,new,"Yellow Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredGreen_LtD,blocks,block,new,"Green Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredBlue_LtD,blocks,block,new,"Blue Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredPurple_LtD,blocks,block,new,"Purple Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredGrey_LtD,blocks,block,new,"Grey Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredBlack_LtD,blocks,block,new,"Black Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredPink_LtD,blocks,block,new,"Pink Roll Up Door 3x3 (Powered)",
rollUpDoor3x3_PoweredVariantHelper_LtD,blocks,block,new,"Roll Up Door 3x3 (Powered)", 
rollUpDoor5x4White_LtD,blocks,block,new,"White Roll Up Door 5x4",
rollUpDoor5x4Brown_LtD,blocks,block,new,"Brown Roll Up Door 5x4",
rollUpDoor5x4Red_LtD,blocks,block,new,"Red Roll Up Door 5x4",
rollUpDoor5x4Orange_LtD,blocks,block,new,"Orange Roll Up Door 5x4",
rollUpDoor5x4Yellow_LtD,blocks,block,new,"Yellow Roll Up Door 5x4",
rollUpDoor5x4Green_LtD,blocks,block,new,"Green Roll Up Door 5x4",
rollUpDoor5x4Blue_LtD,blocks,block,new,"Blue Roll Up Door 5x4",
rollUpDoor5x4Purple_LtD,blocks,block,new,"Purple Roll Up Door 5x4",
rollUpDoor5x4Grey_LtD,blocks,block,new,"Grey Roll Up Door 5x4",
rollUpDoor5x4Black_LtD,blocks,block,new,"Black Roll Up Door 5x4",
rollUpDoor5x4Pink_LtD,blocks,block,new,"Pink Roll Up Door 5x4",
rollUpDoor5x4VariantHelper_LtD,blocks,block,new,"Roll Up Door 5x4",
rollUpDoor5x4_PoweredWhite_LtD,blocks,block,new,"White Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredBrown_LtD,blocks,block,new,"Brown Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredRed_LtD,blocks,block,new,"Red Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredOrange_LtD,blocks,block,new,"Orange Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredYellow_LtD,blocks,block,new,"Yellow Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredGreen_LtD,blocks,block,new,"Green Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredBlue_LtD,blocks,block,new,"Blue Roll Up Door 5x4 (Powered)",
rollUpDoor5x4_PoweredPurple_LtD,blocks,block,new,"Purple Roll Up Door 5x4 (Powered)",
