Key,english
,
,
ZombieINC_challenge_tier6_KillBossScientistInfested_name,Tier 6 Hunt the Special Zombie
ZombieINC_challenge_tier6_KillBossScientistInfested_subtitle,Say My Name
ZombieINC_challenge_tier6_KillBossScientistInfested_description,"Looks like we have an old friend back on the scene. Remember that zombie in a hazmat suit carrying a barrel full of chemicals on its back, the one people around here nicknamed Heisenberg? Well, it seems he wasn’t truly taken down in the last mission. After wandering around, he’s gathered new followers and has been completely altered by radiation. I need you to finish him off for good this time."
ZombieINC_challenge_tier6_KillBossScientistInfested_offer,"Looks like we have an old friend back on the scene. Remember that zombie in a hazmat suit carrying a barrel full of chemicals on its back, the one people around here nicknamed Heisenberg? Well, it seems he wasn’t truly taken down in the last mission. After wandering around, he’s gathered new followers and has been completely altered by radiation. I need you to finish him off for good this time. He is at[DECEA3]{poi.name}[-]"
ZombieINC_challenge_tier6_KillBossScientistInfested_completion,"Call the police, but not for you! Hahahaha! Looks like someone has been shutting down a meth lab around here. Just kidding, it must have been a tough fight. Here's your reward."
ZombieINC_challenge_tier6_KillBossScientistInfested_response,Hunt the Scientist Zombie ([DECEA3]{poi.distance} {poi.direction}[-])
ZombieINC_challenge_tier6_KillBossScientistInfested_statement,I need someone crazy enough to take on this mission.
,
,
ZombieINC_MinionCravenInfestedActionBuff_Name,Radiation Pulse Released
ZombieINC_MinionCravenInfestedActionBuff_Desc,An Radiation Pulse Has Been Released
ZombieINC_MinionCravenInfestedActionBuff_Tooltip,Radiation Pulse Released
,
,
ZombieINC_KillBossBikerInfested_key,the Immortal
ZombieINC_KillBossMultiplyInfested_key,the Big Boy
ZombieINC_KillBossCart_key,the Cart Zombie
ZombieINC_KillBossCartInfested_key,the Big Cart
ZombieINC_KillBossDroneInfested_key,the Main Drone
,
,
ZombieINC_BossMultiplyInfested,The Big Boy Boss
ZombieINC_BossBikerInfested,The Immortal
ZombieINC_MinionBikerInfested1,
,
ZINC_CravenNormalLootBag,Boss Loot Bag
ZINC_CartNormalLootBag,Boss Loot Bag
ZINC_BikerNormalLootBag,Boss Loot Bag
ZINC_DogNormalLootBag,Boss Loot Bag
ZINC_MultiplyNormalLootBag,Boss Loot Bag
ZINC_FireNormalLootBag,Boss Loot Bag
ZINC_BomberNormalLootBag,Boss Loot Bag
ZINC_ScientistNormalLootBag,Boss Loot Bag
ZINC_TwinGreenNormalLootBag,Boss Loot Bag
ZINC_TwinBlueNormalLootBag,Boss Loot Bag
ZINC_DemolitionNormalLootBag,Boss Loot Bag
ZINC_DroneNormalLootBag,Boss Loot Bag
,
ZINC_CravenInfestedLootBag,Boss Infested Loot Bag
ZINC_CartInfestedLootBag,Boss Infested Loot Bag
ZINC_BikerInfestedLootBag,Boss Infested Loot Bag
ZINC_DogInfestedLootBag,Boss Infested Loot Bag
ZINC_MultiplyInfestedLootBag,Boss Infested Loot Bag
ZINC_FireInfestedLootBag,Boss Infested Loot Bag
ZINC_BomberInfestedLootBag,Boss Infested Loot Bag
ZINC_ScientistInfestedLootBag,Boss Infested Loot Bag
ZINC_TwinGreenInfestedLootBag,Boss Infested Loot Bag
ZINC_TwinBlueInfestedLootBag,Boss Infested Loot Bag
ZINC_DemolitionInfestedLootBag,Boss Infested Loot Bag
ZINC_DroneInfestedLootBag,Boss Infested Loot Bag
,
,
ZINC_WEAPON9_title_key,Kill Bosses
ZINC_WEAPON9_short_description_key,Kill 1 Bosses
ZINC_WEAPON9_description_key,Kill Bosses from Hunt Quests while using any Unique Weapon to mastery your skills
,
ZINC_WEAPON10_title_key,Kill Bosses
ZINC_WEAPON10_short_description_key,Kill 10 Bosses
ZINC_WEAPON10_description_key,Kill Bosses from Hunt Quests while using any Unique Weapon to mastery your skills
,
ZINC_WEAPONTWO9_title_key,Kill Bosses
ZINC_WEAPONTWO9_short_description_key,Kill 1 Bosses
ZINC_WEAPONTWO9_description_key,Kill Bosses from Hunt Quests while using any Experimental Weapon to mastery your skills
,
ZINC_WEAPONTWO10_title_key,Kill Bosses
ZINC_WEAPONTWO10_short_description_key,Kill 10 Bosses
ZINC_WEAPONTWO10_description_key,Kill Bosses from Hunt Quests while using any Experimental Weapon to mastery your skills
