Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
civilianNPCMaleAgedScrubsKhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAgedScrubsKhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleAged2KhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleCowboyKhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleJKhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung1KhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung2KhzRocketL,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzClub,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzKnife,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzBat,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzMachete,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzAxe,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzSpear,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPipePistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPipeRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPipeMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPipeShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzSMG,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzM60,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzDPistol,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzAK47,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzTRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzHRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzSRifle,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzPShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzAShotgun,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzLBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
civilianNPCMaleYoung3KhzXBow,entityclasses,Entity,,,Civilian,,Zivilist,Civil,Civil,Civile,民間人,일반 민간인,Cywil,Civil,Гражданское лицо,Sivil,平民,平民
